region_group,country_code,country_name,country_iso2,country_text,customer_id_,customer_id,customer_name,customer_segment,Final Destination,Final Destination Text,year,procedure_group,terumo_category,terumo_category_key,qty_units_per_procedure,mapping_row_count,procedures,usage_rate_final,mapping_cardinality,allocation_weight,customer_market_key,final_destination_key
Western Europe,FR,Western Europe,FR,Western Europe,100024,100024,Hôpital Nice,Private Clinic,200024,FD Hôpital Nice,2024,Electrophysiology,Introducer Sheaths,TC007,1.0,1,506,0.75,2,0.5,CM_100024,FD_200024
Western Europe,FR,Western Europe,FR,Western Europe,100024,100024,Hôpital Nice,Private Clinic,200024,FD Hôpital Nice,2024,PCI - Complex,Guiding Catheters,TC001,1.5,1,600,0.98,5,0.2,CM_100024,FD_200024
Western Europe,FR,Western Europe,FR,Western Europe,100024,100024,Hôpital Nice,Private Clinic,200024,FD Hôpital Nice,2024,PCI - Complex,Guide Wires,TC002,3.0,1,600,0.99,5,0.2,CM_100024,FD_200024
Western Europe,FR,Western Europe,FR,Western Europe,100024,100024,Hôpital Nice,Private Clinic,200024,FD Hôpital Nice,2024,PCI - Complex,PTCA Balloon Catheters,TC003,2.0,1,600,0.9,5,0.2,CM_100024,FD_200024
Western Europe,FR,Western Europe,FR,Western Europe,100024,100024,Hôpital Nice,Private Clinic,200024,FD Hôpital Nice,2024,PCI - Complex,Drug-Eluting Stents,TC004,2.0,1,600,0.8,5,0.2,CM_100024,FD_200024
Western Europe,FR,Western Europe,FR,Western Europe,100024,100024,Hôpital Nice,Private Clinic,200024,FD Hôpital Nice,2024,PCI - Complex,Microcatheters,TC006,1.0,1,600,0.65,5,0.2,CM_100024,FD_200024
Western Europe,FR,Western Europe,FR,Western Europe,100024,100024,Hôpital Nice,Private Clinic,200024,FD Hôpital Nice,2024,Structural Heart,Introducer Sheaths,TC007,2.0,1,759,0.85,2,0.5,CM_100024,FD_200024
Western Europe,FR,Western Europe,FR,Western Europe,100024,100024,Hôpital Nice,Private Clinic,200024,FD Hôpital Nice,2024,Structural Heart,Guide Wires,TC002,1.0,1,759,0.7,2,0.5,CM_100024,FD_200024
Western Europe,FR,Western Europe,FR,Western Europe,100024,100024,Hôpital Nice,Private Clinic,200024,FD Hôpital Nice,2024,PCI - Coronary,Guiding Catheters,TC001,1.2,1,96,0.95,7,0.1429,CM_100024,FD_200024
Western Europe,FR,Western Europe,FR,Western Europe,100024,100024,Hôpital Nice,Private Clinic,200024,FD Hôpital Nice,2024,PCI - Coronary,Guide Wires,TC002,2.0,1,96,0.98,7,0.1429,CM_100024,FD_200024
Western Europe,FR,Western Europe,FR,Western Europe,100024,100024,Hôpital Nice,Private Clinic,200024,FD Hôpital Nice,2024,PCI - Coronary,PTCA Balloon Catheters,TC003,1.5,1,96,0.85,7,0.1429,CM_100024,FD_200024
Western Europe,FR,Western Europe,FR,Western Europe,100024,100024,Hôpital Nice,Private Clinic,200024,FD Hôpital Nice,2024,PCI - Coronary,Drug-Eluting Stents,TC004,1.3,1,96,0.7,7,0.1429,CM_100024,FD_200024
Western Europe,FR,Western Europe,FR,Western Europe,100024,100024,Hôpital Nice,Private Clinic,200024,FD Hôpital Nice,2024,PCI - Coronary,Inflation Devices,TC009,1.0,1,96,0.9,7,0.1429,CM_100024,FD_200024
Western Europe,FR,Western Europe,FR,Western Europe,100024,100024,Hôpital Nice,Private Clinic,200024,FD Hôpital Nice,2024,PCI - Coronary,Hemostasis Valves,TC008,1.0,1,96,0.8,7,0.1429,CM_100024,FD_200024
Western Europe,FR,Western Europe,FR,Western Europe,100024,100024,Hôpital Nice,Private Clinic,200024,FD Hôpital Nice,2024,PCI - Coronary,Radial Access Kits,TC010,1.0,1,96,0.6,7,0.1429,CM_100024,FD_200024
Western Europe,FR,Western Europe,FR,Western Europe,100024,100024,Hôpital Nice,Private Clinic,200024,FD Hôpital Nice,2024,Diagnostic Angiography,Diagnostic Catheters,TC005,2.0,1,403,0.95,5,0.2,CM_100024,FD_200024
Western Europe,FR,Western Europe,FR,Western Europe,100024,100024,Hôpital Nice,Private Clinic,200024,FD Hôpital Nice,2024,Diagnostic Angiography,Guide Wires,TC002,1.5,1,403,0.9,5,0.2,CM_100024,FD_200024
Western Europe,FR,Western Europe,FR,Western Europe,100024,100024,Hôpital Nice,Private Clinic,200024,FD Hôpital Nice,2024,Diagnostic Angiography,Introducer Sheaths,TC007,1.0,1,403,0.85,5,0.2,CM_100024,FD_200024
Western Europe,FR,Western Europe,FR,Western Europe,100024,100024,Hôpital Nice,Private Clinic,200024,FD Hôpital Nice,2024,Diagnostic Angiography,Hemostasis Valves,TC008,1.0,1,403,0.7,5,0.2,CM_100024,FD_200024
Western Europe,FR,Western Europe,FR,Western Europe,100024,100024,Hôpital Nice,Private Clinic,200024,FD Hôpital Nice,2024,Diagnostic Angiography,Radial Access Kits,TC010,1.0,1,403,0.5,5,0.2,CM_100024,FD_200024
Northern Europe,GB,Northern Europe,GB,Northern Europe,100025,100025,Royal London,Private Clinic,200025,FD Royal London,2024,Structural Heart,Introducer Sheaths,TC007,2.0,1,656,0.85,2,0.5,CM_100025,FD_200025
Northern Europe,GB,Northern Europe,GB,Northern Europe,100025,100025,Royal London,Private Clinic,200025,FD Royal London,2024,Structural Heart,Guide Wires,TC002,1.0,1,656,0.7,2,0.5,CM_100025,FD_200025
Northern Europe,GB,Northern Europe,GB,Northern Europe,100025,100025,Royal London,Private Clinic,200025,FD Royal London,2024,Neurovascular Intervention,Microcatheters,TC006,2.0,1,606,0.95,2,0.5,CM_100025,FD_200025
Northern Europe,GB,Northern Europe,GB,Northern Europe,100025,100025,Royal London,Private Clinic,200025,FD Royal London,2024,Neurovascular Intervention,Guide Wires,TC002,2.0,1,606,0.9,2,0.5,CM_100025,FD_200025
Northern Europe,GB,Northern Europe,GB,Northern Europe,100025,100025,Royal London,Private Clinic,200025,FD Royal London,2024,Diagnostic Angiography,Diagnostic Catheters,TC005,2.0,1,807,0.95,5,0.2,CM_100025,FD_200025
Northern Europe,GB,Northern Europe,GB,Northern Europe,100025,100025,Royal London,Private Clinic,200025,FD Royal London,2024,Diagnostic Angiography,Guide Wires,TC002,1.5,1,807,0.9,5,0.2,CM_100025,FD_200025
Northern Europe,GB,Northern Europe,GB,Northern Europe,100025,100025,Royal London,Private Clinic,200025,FD Royal London,2024,Diagnostic Angiography,Introducer Sheaths,TC007,1.0,1,807,0.85,5,0.2,CM_100025,FD_200025
Northern Europe,GB,Northern Europe,GB,Northern Europe,100025,100025,Royal London,Private Clinic,200025,FD Royal London,2024,Diagnostic Angiography,Hemostasis Valves,TC008,1.0,1,807,0.7,5,0.2,CM_100025,FD_200025
Northern Europe,GB,Northern Europe,GB,Northern Europe,100025,100025,Royal London,Private Clinic,200025,FD Royal London,2024,Diagnostic Angiography,Radial Access Kits,TC010,1.0,1,807,0.5,5,0.2,CM_100025,FD_200025
Northern Europe,GB,Northern Europe,GB,Northern Europe,100025,100025,Royal London,Private Clinic,200025,FD Royal London,2024,PCI - Coronary,Guiding Catheters,TC001,1.2,1,412,0.95,7,0.1429,CM_100025,FD_200025
Northern Europe,GB,Northern Europe,GB,Northern Europe,100025,100025,Royal London,Private Clinic,200025,FD Royal London,2024,PCI - Coronary,Guide Wires,TC002,2.0,1,412,0.98,7,0.1429,CM_100025,FD_200025
Northern Europe,GB,Northern Europe,GB,Northern Europe,100025,100025,Royal London,Private Clinic,200025,FD Royal London,2024,PCI - Coronary,PTCA Balloon Catheters,TC003,1.5,1,412,0.85,7,0.1429,CM_100025,FD_200025
Northern Europe,GB,Northern Europe,GB,Northern Europe,100025,100025,Royal London,Private Clinic,200025,FD Royal London,2024,PCI - Coronary,Drug-Eluting Stents,TC004,1.3,1,412,0.7,7,0.1429,CM_100025,FD_200025
Northern Europe,GB,Northern Europe,GB,Northern Europe,100025,100025,Royal London,Private Clinic,200025,FD Royal London,2024,PCI - Coronary,Inflation Devices,TC009,1.0,1,412,0.9,7,0.1429,CM_100025,FD_200025
Northern Europe,GB,Northern Europe,GB,Northern Europe,100025,100025,Royal London,Private Clinic,200025,FD Royal London,2024,PCI - Coronary,Hemostasis Valves,TC008,1.0,1,412,0.8,7,0.1429,CM_100025,FD_200025
Northern Europe,GB,Northern Europe,GB,Northern Europe,100025,100025,Royal London,Private Clinic,200025,FD Royal London,2024,PCI - Coronary,Radial Access Kits,TC010,1.0,1,412,0.6,7,0.1429,CM_100025,FD_200025
Northern Europe,GB,Northern Europe,GB,Northern Europe,100025,100025,Royal London,Private Clinic,200025,FD Royal London,2024,Peripheral Intervention,Guide Wires,TC002,2.5,1,500,0.9,3,0.3333,CM_100025,FD_200025
Northern Europe,GB,Northern Europe,GB,Northern Europe,100025,100025,Royal London,Private Clinic,200025,FD Royal London,2024,Peripheral Intervention,Introducer Sheaths,TC007,1.5,1,500,0.8,3,0.3333,CM_100025,FD_200025
Northern Europe,GB,Northern Europe,GB,Northern Europe,100025,100025,Royal London,Private Clinic,200025,FD Royal London,2024,Peripheral Intervention,PTCA Balloon Catheters,TC003,1.0,1,500,0.6,3,0.3333,CM_100025,FD_200025
Northern Europe,GB,Northern Europe,GB,Northern Europe,100025,100025,Royal London,Private Clinic,200025,FD Royal London,2024,PCI - Complex,Guiding Catheters,TC001,1.5,1,171,0.98,5,0.2,CM_100025,FD_200025
Northern Europe,GB,Northern Europe,GB,Northern Europe,100025,100025,Royal London,Private Clinic,200025,FD Royal London,2024,PCI - Complex,Guide Wires,TC002,3.0,1,171,0.99,5,0.2,CM_100025,FD_200025
Northern Europe,GB,Northern Europe,GB,Northern Europe,100025,100025,Royal London,Private Clinic,200025,FD Royal London,2024,PCI - Complex,PTCA Balloon Catheters,TC003,2.0,1,171,0.9,5,0.2,CM_100025,FD_200025
Northern Europe,GB,Northern Europe,GB,Northern Europe,100025,100025,Royal London,Private Clinic,200025,FD Royal London,2024,PCI - Complex,Drug-Eluting Stents,TC004,2.0,1,171,0.8,5,0.2,CM_100025,FD_200025
Northern Europe,GB,Northern Europe,GB,Northern Europe,100025,100025,Royal London,Private Clinic,200025,FD Royal London,2024,PCI - Complex,Microcatheters,TC006,1.0,1,171,0.65,5,0.2,CM_100025,FD_200025
Northern Europe,GB,Northern Europe,GB,Northern Europe,100026,100026,St. Thomas' Manchester,Public Hospital,200026,FD St. Thomas' Manchester,2024,Peripheral Intervention,Guide Wires,TC002,2.5,1,528,0.9,3,0.3333,CM_100026,FD_200026
Northern Europe,GB,Northern Europe,GB,Northern Europe,100026,100026,St. Thomas' Manchester,Public Hospital,200026,FD St. Thomas' Manchester,2024,Peripheral Intervention,Introducer Sheaths,TC007,1.5,1,528,0.8,3,0.3333,CM_100026,FD_200026
Northern Europe,GB,Northern Europe,GB,Northern Europe,100026,100026,St. Thomas' Manchester,Public Hospital,200026,FD St. Thomas' Manchester,2024,Peripheral Intervention,PTCA Balloon Catheters,TC003,1.0,1,528,0.6,3,0.3333,CM_100026,FD_200026
Northern Europe,GB,Northern Europe,GB,Northern Europe,100026,100026,St. Thomas' Manchester,Public Hospital,200026,FD St. Thomas' Manchester,2024,Neurovascular Intervention,Microcatheters,TC006,2.0,1,508,0.95,2,0.5,CM_100026,FD_200026
Northern Europe,GB,Northern Europe,GB,Northern Europe,100026,100026,St. Thomas' Manchester,Public Hospital,200026,FD St. Thomas' Manchester,2024,Neurovascular Intervention,Guide Wires,TC002,2.0,1,508,0.9,2,0.5,CM_100026,FD_200026
Northern Europe,GB,Northern Europe,GB,Northern Europe,100026,100026,St. Thomas' Manchester,Public Hospital,200026,FD St. Thomas' Manchester,2024,Structural Heart,Introducer Sheaths,TC007,2.0,1,355,0.85,2,0.5,CM_100026,FD_200026
Northern Europe,GB,Northern Europe,GB,Northern Europe,100026,100026,St. Thomas' Manchester,Public Hospital,200026,FD St. Thomas' Manchester,2024,Structural Heart,Guide Wires,TC002,1.0,1,355,0.7,2,0.5,CM_100026,FD_200026
Northern Europe,GB,Northern Europe,GB,Northern Europe,100026,100026,St. Thomas' Manchester,Public Hospital,200026,FD St. Thomas' Manchester,2024,PCI - Coronary,Guiding Catheters,TC001,1.2,1,592,0.95,7,0.1429,CM_100026,FD_200026
Northern Europe,GB,Northern Europe,GB,Northern Europe,100026,100026,St. Thomas' Manchester,Public Hospital,200026,FD St. Thomas' Manchester,2024,PCI - Coronary,Guide Wires,TC002,2.0,1,592,0.98,7,0.1429,CM_100026,FD_200026
Northern Europe,GB,Northern Europe,GB,Northern Europe,100026,100026,St. Thomas' Manchester,Public Hospital,200026,FD St. Thomas' Manchester,2024,PCI - Coronary,PTCA Balloon Catheters,TC003,1.5,1,592,0.85,7,0.1429,CM_100026,FD_200026
Northern Europe,GB,Northern Europe,GB,Northern Europe,100026,100026,St. Thomas' Manchester,Public Hospital,200026,FD St. Thomas' Manchester,2024,PCI - Coronary,Drug-Eluting Stents,TC004,1.3,1,592,0.7,7,0.1429,CM_100026,FD_200026
Northern Europe,GB,Northern Europe,GB,Northern Europe,100026,100026,St. Thomas' Manchester,Public Hospital,200026,FD St. Thomas' Manchester,2024,PCI - Coronary,Inflation Devices,TC009,1.0,1,592,0.9,7,0.1429,CM_100026,FD_200026
Northern Europe,GB,Northern Europe,GB,Northern Europe,100026,100026,St. Thomas' Manchester,Public Hospital,200026,FD St. Thomas' Manchester,2024,PCI - Coronary,Hemostasis Valves,TC008,1.0,1,592,0.8,7,0.1429,CM_100026,FD_200026
Northern Europe,GB,Northern Europe,GB,Northern Europe,100026,100026,St. Thomas' Manchester,Public Hospital,200026,FD St. Thomas' Manchester,2024,PCI - Coronary,Radial Access Kits,TC010,1.0,1,592,0.6,7,0.1429,CM_100026,FD_200026
Northern Europe,GB,Northern Europe,GB,Northern Europe,100026,100026,St. Thomas' Manchester,Public Hospital,200026,FD St. Thomas' Manchester,2024,PCI - Complex,Guiding Catheters,TC001,1.5,1,469,0.98,5,0.2,CM_100026,FD_200026
Northern Europe,GB,Northern Europe,GB,Northern Europe,100026,100026,St. Thomas' Manchester,Public Hospital,200026,FD St. Thomas' Manchester,2024,PCI - Complex,Guide Wires,TC002,3.0,1,469,0.99,5,0.2,CM_100026,FD_200026
Northern Europe,GB,Northern Europe,GB,Northern Europe,100026,100026,St. Thomas' Manchester,Public Hospital,200026,FD St. Thomas' Manchester,2024,PCI - Complex,PTCA Balloon Catheters,TC003,2.0,1,469,0.9,5,0.2,CM_100026,FD_200026
Northern Europe,GB,Northern Europe,GB,Northern Europe,100026,100026,St. Thomas' Manchester,Public Hospital,200026,FD St. Thomas' Manchester,2024,PCI - Complex,Drug-Eluting Stents,TC004,2.0,1,469,0.8,5,0.2,CM_100026,FD_200026
Northern Europe,GB,Northern Europe,GB,Northern Europe,100026,100026,St. Thomas' Manchester,Public Hospital,200026,FD St. Thomas' Manchester,2024,PCI - Complex,Microcatheters,TC006,1.0,1,469,0.65,5,0.2,CM_100026,FD_200026
Northern Europe,GB,Northern Europe,GB,Northern Europe,100027,100027,University Hospital Birmingham,University Hospital,200027,FD University Hospital Birmingham,2024,Electrophysiology,Diagnostic Catheters,TC005,3.0,1,606,0.8,2,0.5,CM_100027,FD_200027
Northern Europe,GB,Northern Europe,GB,Northern Europe,100027,100027,University Hospital Birmingham,University Hospital,200027,FD University Hospital Birmingham,2024,Electrophysiology,Introducer Sheaths,TC007,1.0,1,606,0.75,2,0.5,CM_100027,FD_200027
Northern Europe,GB,Northern Europe,GB,Northern Europe,100027,100027,University Hospital Birmingham,University Hospital,200027,FD University Hospital Birmingham,2024,Neurovascular Intervention,Microcatheters,TC006,2.0,1,616,0.95,2,0.5,CM_100027,FD_200027
Northern Europe,GB,Northern Europe,GB,Northern Europe,100027,100027,University Hospital Birmingham,University Hospital,200027,FD University Hospital Birmingham,2024,Neurovascular Intervention,Guide Wires,TC002,2.0,1,616,0.9,2,0.5,CM_100027,FD_200027
Northern Europe,GB,Northern Europe,GB,Northern Europe,100027,100027,University Hospital Birmingham,University Hospital,200027,FD University Hospital Birmingham,2024,PCI - Complex,Guiding Catheters,TC001,1.5,1,1688,0.98,5,0.2,CM_100027,FD_200027
Northern Europe,GB,Northern Europe,GB,Northern Europe,100027,100027,University Hospital Birmingham,University Hospital,200027,FD University Hospital Birmingham,2024,PCI - Complex,Guide Wires,TC002,3.0,1,1688,0.99,5,0.2,CM_100027,FD_200027
Northern Europe,GB,Northern Europe,GB,Northern Europe,100027,100027,University Hospital Birmingham,University Hospital,200027,FD University Hospital Birmingham,2024,PCI - Complex,PTCA Balloon Catheters,TC003,2.0,1,1688,0.9,5,0.2,CM_100027,FD_200027
Northern Europe,GB,Northern Europe,GB,Northern Europe,100027,100027,University Hospital Birmingham,University Hospital,200027,FD University Hospital Birmingham,2024,PCI - Complex,Drug-Eluting Stents,TC004,2.0,1,1688,0.8,5,0.2,CM_100027,FD_200027
Northern Europe,GB,Northern Europe,GB,Northern Europe,100027,100027,University Hospital Birmingham,University Hospital,200027,FD University Hospital Birmingham,2024,PCI - Complex,Microcatheters,TC006,1.0,1,1688,0.65,5,0.2,CM_100027,FD_200027
Northern Europe,GB,Northern Europe,GB,Northern Europe,100027,100027,University Hospital Birmingham,University Hospital,200027,FD University Hospital Birmingham,2024,Diagnostic Angiography,Diagnostic Catheters,TC005,2.0,1,1685,0.95,5,0.2,CM_100027,FD_200027
Northern Europe,GB,Northern Europe,GB,Northern Europe,100027,100027,University Hospital Birmingham,University Hospital,200027,FD University Hospital Birmingham,2024,Diagnostic Angiography,Guide Wires,TC002,1.5,1,1685,0.9,5,0.2,CM_100027,FD_200027
Northern Europe,GB,Northern Europe,GB,Northern Europe,100027,100027,University Hospital Birmingham,University Hospital,200027,FD University Hospital Birmingham,2024,Diagnostic Angiography,Introducer Sheaths,TC007,1.0,1,1685,0.85,5,0.2,CM_100027,FD_200027
Northern Europe,GB,Northern Europe,GB,Northern Europe,100027,100027,University Hospital Birmingham,University Hospital,200027,FD University Hospital Birmingham,2024,Diagnostic Angiography,Hemostasis Valves,TC008,1.0,1,1685,0.7,5,0.2,CM_100027,FD_200027
Northern Europe,GB,Northern Europe,GB,Northern Europe,100027,100027,University Hospital Birmingham,University Hospital,200027,FD University Hospital Birmingham,2024,Diagnostic Angiography,Radial Access Kits,TC010,1.0,1,1685,0.5,5,0.2,CM_100027,FD_200027
Northern Europe,GB,Northern Europe,GB,Northern Europe,100027,100027,University Hospital Birmingham,University Hospital,200027,FD University Hospital Birmingham,2024,Structural Heart,Introducer Sheaths,TC007,2.0,1,427,0.85,2,0.5,CM_100027,FD_200027
Northern Europe,GB,Northern Europe,GB,Northern Europe,100027,100027,University Hospital Birmingham,University Hospital,200027,FD University Hospital Birmingham,2024,Structural Heart,Guide Wires,TC002,1.0,1,427,0.7,2,0.5,CM_100027,FD_200027
Northern Europe,GB,Northern Europe,GB,Northern Europe,100027,100027,University Hospital Birmingham,University Hospital,200027,FD University Hospital Birmingham,2024,PCI - Coronary,Guiding Catheters,TC001,1.2,1,1022,0.95,7,0.1429,CM_100027,FD_200027
Northern Europe,GB,Northern Europe,GB,Northern Europe,100027,100027,University Hospital Birmingham,University Hospital,200027,FD University Hospital Birmingham,2024,PCI - Coronary,Guide Wires,TC002,2.0,1,1022,0.98,7,0.1429,CM_100027,FD_200027
Northern Europe,GB,Northern Europe,GB,Northern Europe,100027,100027,University Hospital Birmingham,University Hospital,200027,FD University Hospital Birmingham,2024,PCI - Coronary,PTCA Balloon Catheters,TC003,1.5,1,1022,0.85,7,0.1429,CM_100027,FD_200027
Northern Europe,GB,Northern Europe,GB,Northern Europe,100027,100027,University Hospital Birmingham,University Hospital,200027,FD University Hospital Birmingham,2024,PCI - Coronary,Drug-Eluting Stents,TC004,1.3,1,1022,0.7,7,0.1429,CM_100027,FD_200027
Northern Europe,GB,Northern Europe,GB,Northern Europe,100027,100027,University Hospital Birmingham,University Hospital,200027,FD University Hospital Birmingham,2024,PCI - Coronary,Inflation Devices,TC009,1.0,1,1022,0.9,7,0.1429,CM_100027,FD_200027
Northern Europe,GB,Northern Europe,GB,Northern Europe,100027,100027,University Hospital Birmingham,University Hospital,200027,FD University Hospital Birmingham,2024,PCI - Coronary,Hemostasis Valves,TC008,1.0,1,1022,0.8,7,0.1429,CM_100027,FD_200027
Northern Europe,GB,Northern Europe,GB,Northern Europe,100027,100027,University Hospital Birmingham,University Hospital,200027,FD University Hospital Birmingham,2024,PCI - Coronary,Radial Access Kits,TC010,1.0,1,1022,0.6,7,0.1429,CM_100027,FD_200027
Northern Europe,GB,Northern Europe,GB,Northern Europe,100027,100027,University Hospital Birmingham,University Hospital,200027,FD University Hospital Birmingham,2024,Peripheral Intervention,Guide Wires,TC002,2.5,1,750,0.9,3,0.3333,CM_100027,FD_200027
Northern Europe,GB,Northern Europe,GB,Northern Europe,100027,100027,University Hospital Birmingham,University Hospital,200027,FD University Hospital Birmingham,2024,Peripheral Intervention,Introducer Sheaths,TC007,1.5,1,750,0.8,3,0.3333,CM_100027,FD_200027
Northern Europe,GB,Northern Europe,GB,Northern Europe,100027,100027,University Hospital Birmingham,University Hospital,200027,FD University Hospital Birmingham,2024,Peripheral Intervention,PTCA Balloon Catheters,TC003,1.0,1,750,0.6,3,0.3333,CM_100027,FD_200027
Northern Europe,GB,Northern Europe,GB,Northern Europe,100028,100028,Queen Elizabeth Leeds,Private Clinic,200028,FD Queen Elizabeth Leeds,2024,PCI - Complex,Guiding Catheters,TC001,1.5,1,650,0.98,5,0.2,CM_100028,FD_200028
Northern Europe,GB,Northern Europe,GB,Northern Europe,100028,100028,Queen Elizabeth Leeds,Private Clinic,200028,FD Queen Elizabeth Leeds,2024,PCI - Complex,Guide Wires,TC002,3.0,1,650,0.99,5,0.2,CM_100028,FD_200028
Northern Europe,GB,Northern Europe,GB,Northern Europe,100028,100028,Queen Elizabeth Leeds,Private Clinic,200028,FD Queen Elizabeth Leeds,2024,PCI - Complex,PTCA Balloon Catheters,TC003,2.0,1,650,0.9,5,0.2,CM_100028,FD_200028
Northern Europe,GB,Northern Europe,GB,Northern Europe,100028,100028,Queen Elizabeth Leeds,Private Clinic,200028,FD Queen Elizabeth Leeds,2024,PCI - Complex,Drug-Eluting Stents,TC004,2.0,1,650,0.8,5,0.2,CM_100028,FD_200028
Northern Europe,GB,Northern Europe,GB,Northern Europe,100028,100028,Queen Elizabeth Leeds,Private Clinic,200028,FD Queen Elizabeth Leeds,2024,PCI - Complex,Microcatheters,TC006,1.0,1,650,0.65,5,0.2,CM_100028,FD_200028
Northern Europe,GB,Northern Europe,GB,Northern Europe,100028,100028,Queen Elizabeth Leeds,Private Clinic,200028,FD Queen Elizabeth Leeds,2024,Electrophysiology,Diagnostic Catheters,TC005,3.0,1,155,0.8,2,0.5,CM_100028,FD_200028
Northern Europe,GB,Northern Europe,GB,Northern Europe,100028,100028,Queen Elizabeth Leeds,Private Clinic,200028,FD Queen Elizabeth Leeds,2024,Electrophysiology,Introducer Sheaths,TC007,1.0,1,155,0.75,2,0.5,CM_100028,FD_200028
Northern Europe,GB,Northern Europe,GB,Northern Europe,100028,100028,Queen Elizabeth Leeds,Private Clinic,200028,FD Queen Elizabeth Leeds,2024,Peripheral Intervention,Guide Wires,TC002,2.5,1,597,0.9,3,0.3333,CM_100028,FD_200028
Northern Europe,GB,Northern Europe,GB,Northern Europe,100028,100028,Queen Elizabeth Leeds,Private Clinic,200028,FD Queen Elizabeth Leeds,2024,Peripheral Intervention,Introducer Sheaths,TC007,1.5,1,597,0.8,3,0.3333,CM_100028,FD_200028
Northern Europe,GB,Northern Europe,GB,Northern Europe,100028,100028,Queen Elizabeth Leeds,Private Clinic,200028,FD Queen Elizabeth Leeds,2024,Peripheral Intervention,PTCA Balloon Catheters,TC003,1.0,1,597,0.6,3,0.3333,CM_100028,FD_200028
Northern Europe,GB,Northern Europe,GB,Northern Europe,100028,100028,Queen Elizabeth Leeds,Private Clinic,200028,FD Queen Elizabeth Leeds,2024,Neurovascular Intervention,Microcatheters,TC006,2.0,1,381,0.95,2,0.5,CM_100028,FD_200028
Northern Europe,GB,Northern Europe,GB,Northern Europe,100028,100028,Queen Elizabeth Leeds,Private Clinic,200028,FD Queen Elizabeth Leeds,2024,Neurovascular Intervention,Guide Wires,TC002,2.0,1,381,0.9,2,0.5,CM_100028,FD_200028
Northern Europe,GB,Northern Europe,GB,Northern Europe,100028,100028,Queen Elizabeth Leeds,Private Clinic,200028,FD Queen Elizabeth Leeds,2024,Diagnostic Angiography,Diagnostic Catheters,TC005,2.0,1,528,0.95,5,0.2,CM_100028,FD_200028
Northern Europe,GB,Northern Europe,GB,Northern Europe,100028,100028,Queen Elizabeth Leeds,Private Clinic,200028,FD Queen Elizabeth Leeds,2024,Diagnostic Angiography,Guide Wires,TC002,1.5,1,528,0.9,5,0.2,CM_100028,FD_200028
Northern Europe,GB,Northern Europe,GB,Northern Europe,100028,100028,Queen Elizabeth Leeds,Private Clinic,200028,FD Queen Elizabeth Leeds,2024,Diagnostic Angiography,Introducer Sheaths,TC007,1.0,1,528,0.85,5,0.2,CM_100028,FD_200028
Northern Europe,GB,Northern Europe,GB,Northern Europe,100028,100028,Queen Elizabeth Leeds,Private Clinic,200028,FD Queen Elizabeth Leeds,2024,Diagnostic Angiography,Hemostasis Valves,TC008,1.0,1,528,0.7,5,0.2,CM_100028,FD_200028
Northern Europe,GB,Northern Europe,GB,Northern Europe,100028,100028,Queen Elizabeth Leeds,Private Clinic,200028,FD Queen Elizabeth Leeds,2024,Diagnostic Angiography,Radial Access Kits,TC010,1.0,1,528,0.5,5,0.2,CM_100028,FD_200028
Northern Europe,GB,Northern Europe,GB,Northern Europe,100028,100028,Queen Elizabeth Leeds,Private Clinic,200028,FD Queen Elizabeth Leeds,2024,PCI - Coronary,Guiding Catheters,TC001,1.2,1,471,0.95,7,0.1429,CM_100028,FD_200028
Northern Europe,GB,Northern Europe,GB,Northern Europe,100028,100028,Queen Elizabeth Leeds,Private Clinic,200028,FD Queen Elizabeth Leeds,2024,PCI - Coronary,Guide Wires,TC002,2.0,1,471,0.98,7,0.1429,CM_100028,FD_200028
Northern Europe,GB,Northern Europe,GB,Northern Europe,100028,100028,Queen Elizabeth Leeds,Private Clinic,200028,FD Queen Elizabeth Leeds,2024,PCI - Coronary,PTCA Balloon Catheters,TC003,1.5,1,471,0.85,7,0.1429,CM_100028,FD_200028
Northern Europe,GB,Northern Europe,GB,Northern Europe,100028,100028,Queen Elizabeth Leeds,Private Clinic,200028,FD Queen Elizabeth Leeds,2024,PCI - Coronary,Drug-Eluting Stents,TC004,1.3,1,471,0.7,7,0.1429,CM_100028,FD_200028
Northern Europe,GB,Northern Europe,GB,Northern Europe,100028,100028,Queen Elizabeth Leeds,Private Clinic,200028,FD Queen Elizabeth Leeds,2024,PCI - Coronary,Inflation Devices,TC009,1.0,1,471,0.9,7,0.1429,CM_100028,FD_200028
Northern Europe,GB,Northern Europe,GB,Northern Europe,100028,100028,Queen Elizabeth Leeds,Private Clinic,200028,FD Queen Elizabeth Leeds,2024,PCI - Coronary,Hemostasis Valves,TC008,1.0,1,471,0.8,7,0.1429,CM_100028,FD_200028
Northern Europe,GB,Northern Europe,GB,Northern Europe,100028,100028,Queen Elizabeth Leeds,Private Clinic,200028,FD Queen Elizabeth Leeds,2024,PCI - Coronary,Radial Access Kits,TC010,1.0,1,471,0.6,7,0.1429,CM_100028,FD_200028
Northern Europe,GB,Northern Europe,GB,Northern Europe,100028,100028,Queen Elizabeth Leeds,Private Clinic,200028,FD Queen Elizabeth Leeds,2024,Structural Heart,Introducer Sheaths,TC007,2.0,1,196,0.85,2,0.5,CM_100028,FD_200028
